,timespan,people
0,19:59:56,15
1,20:00:22,13
2,20:00:49,12
3,20:01:16,16
4,20:01:43,11
5,20:02:10,16
6,20:02:38,13
7,20:03:05,16
8,20:03:32,20
9,20:04:00,18
10,20:04:28,16
11,20:04:55,14
